href,name,brand,price,product_details,instruction,ingredients,warnings
https://www.rossmann.de/de/pflege-und-duft-emily-in-paris-bakuchiol-bow-augenmaske/p/4260199897171,Bakuchiol Bow Augenmaske,Emily in Paris,"Artikelpreis 0,99 €","YEAUTY EMILY IN PARIS EYE PAD MASK - BAKUCHIOL BOW Say ""Oui"" to new adventures.
YEAUTY präsentiert Augenpflege im exklusiven ""Emily in Paris"" Design. Diese Pads sind ein Must-Have für alle ""Emily in Paris"" Fans und YEAUTY Lovers. Bye, bye Augenringe, Schwellungen und sichtbare Anzeichen von Müdigkeit. Innerhalb von wenigen Minuten wird die Augenpartie geglättet und intensiv mit Feuchtigkeit versorgt.
spendet Feuchtigkeit
kann Augenringe & Schwellungen reduzieren
mit Bakuchiol, einer sanften Retinol Alternative
Kontaktdaten
Yeauty GmbH
Steubenstrasse 104, D-68199 Mannheim
www.yeauty.com
info@yeauty.com","Die Augenmasken auf die gereinigte und trockene Haut unterhalb der Augen auflegen und sanft andrücken. Die schmalen Enden zeigen in Richtung Nase, die breiteren nach außen! Nach ca. 20-25 Minuten Einwirkzeit abnehmen. Das verbleibende Serum sanft in die Augenpartie einklopfen und vollständig einziehen lassen.  Hinweis: Es ist kein Abwaschen notwendig!","Aqua, Glycerin, Carrageenan, 1,2-Hexanediol, CI 77007, Potassium Chloride, Bakuchiol, Xanthan Gum, Ubiquinone, Caprylhydroxamic Acid, Sodium Hyaluronate, Aloe Barbadensis Leaf Juice, Synthetic Fluorphlogopite, Parfum, CI 77891, Tin Oxide, Potassium Sorbate, Sodium Benzoate.","Warnhinweise
Nach dem Öffnen direkt anwenden. Nur für den einmaligen Gebrauch!"
https://www.rossmann.de/de/pflege-und-duft-loreal-paris-anti-falten-experte-staerkende-pflege-nacht-65/p/3600523428045,Anti-Falten Experte Stärkende-Pflege Nacht 65+,L’Oréal Paris,"Artikelpreis 4,45 €","Mit dem Alter verändern sich die Bedürfnisse der Haut. L'Oréal Paris hat mit Anti-Falten Experte eine Marke entwickelt, deren spezifische Formeln genau auf die Bedürfnisse in jedem Alter abgestimmt sind. Ab einem Alter von 65+ wird die Haut zunehmend trockener, tiefere Falten entstehen und sie verliert an Vitalität und Ebenmäßigkeit. L'Oréal Paris Anti-Falten Experte 65+ wurde speziell für die Bedürfnisse der Haut ab 65 Jahren entwickelt.
eine stärkende Anti-Falten Pflege, festigt, revitalisiert und regeneriert die Haut über Nacht, tiefe Falten werden sichtbar gemildert
3-Fach Wirkung: Falten werden gemildert, die Haut ist gefestigt und vitalisiert, die Haut wird über Nacht regeneriert
speziell für Haut ab 65 Jahren
stärkt die Struktur der Epidermis
das Hautbild wirkt verfeinert
Kontaktdaten
L’ORÉAL PARIS
14, rue Royale - 75008 Paris, France
www.lorealparis.de
fragen@loreal-group.com",Täglich abends mit kreisenden Bewegungen auf das gereinigte Gesicht auftragen. Augenpartie aussparen.,"Aqua / Water, Hydrogenated Polyisobutene, Dimethicone, Glycerin, Aluminum Starch Octenylsuccinate, Cetyl Alcohol, Peg-40 Stearate, Glyceryl Stearate, Butyrospermum Parkii Butter / Shea Butter, Paraffinum Liquidum / Mineral Oil, Glycine Soja Protein / Soyabean Protein, Iris Florentina Root Extract, Adenosine, Capryloyl Salicylic Acid, Trisodium Ethylenediamine Disuccinate, Citiric Acid, Panthenol, Tocopherol, Camellia Oleifera Seed Oil, Cera Microcristallina / Microcrystalline Wax, Paraffin, Butylene Glycol, Caprylyl Glycol, C13-14 Isoparaffin,  Ethylhexylglycerin, Laureth-7, Polyacrylamide, Sodium Cocoyl Glutamate, Sorbitan Tristearate, Alpha-Isomethyl Ionone, Benzyl Alcohol, Citral, Citronellol, Geraniol, Limonene, Linalool, Phenoxyethanol, Potassium Sorbate, Sodium Benzonate, Parfum / Fragrance",
https://www.rossmann.de/de/pflege-und-duft-lavera-skin-longevity-tagespflege-lsf-15/p/4021457666393,Skin Longevity Tagespflege LSF 15,lavera,"Artikelpreis 16,99 €","Bist du bereit für die Revolution der Hautpflege?
Slow Ageing statt Anti-Ageing LSF 15 Für eine Haut, die jünger aussieht als ihr biologisches Alter NAD+ Booster 1 % TIMELYS® aus der Schisandra-Beere & TRIPEPTIDE lavera Skin Longevity kombiniert neueste wissenschaftliche Erkenntnisse mit hochwirksamen natürlichen Inhaltsstoffen, um den Hautalterungsprozess auf Zellebene gezielt zu verlangsamen
für eine Haut, die jünger aussieht als ihr biologisches Alter
gezielte Wirksamkeit Langzeiteffekt*: Bei kontinuierlicher Anwendung: 94% bestätigen**: 3-fach-Wirkung gegen Hautalterung (Falten, Elastizitätsverlust, nachlassende Strahlkraft) *Unabhängige Studie: 30 Teilnehmer, 14 Tage
Faltenreduktion — wissenschaftlich bestätigt
verbessert die Hautlanglebigkeit auf zellulärer Ebene***
Soforteffekt: Die Haut ist vor schädlicher UV-Strahlung geschützt und wird langanhaltend mit Feuchtigkeit versorgt
*Bei kontinuierlicher Anwendung
**Unabhängige Studie: 30 Teilnehmer, 14 Tage
***in vitro-Studien (TIMELYS®, Tripeptide, NMN)
Kontaktdaten
Laverana GmbH & Co. KG
DE-30974 Wennigsen
www.lavera.de
beratungsteam@lavera.de
Ursprungsland/Herkunftsort
Deutschland
Testurteile, Qualitätssiegel & Verbandszeichen",Morgens auf die gereinigte Haut auftragen und sanft einmassieren.,"Water (Aqua), Coco-Caprylate, Aloe Barbadensis Leaf Juice*, Zinc Oxide (nano), Glycerin, C15-19 Alkane, Caprylic/Capric Triglyceride, Undecane, Titanium Dioxide (nano), Propanediol, Polyglyceryl-4 Olivate/Polyricinoleate, Isoamyl Laurate, Hydrogenated Vegetable Oil, Tridecane, Zinc Stearate, Magnesium Sulfate, Schisandra Chinensis (Schisandra) Fruit Extract, Astragalus Membranaceus Root Extract*, Bacopa Monnieri (Bacopa) Leaf Extract*, Nicotinamide Mononucleotide, Hexapeptide-11, Palmitoyl Tripeptide-1, Palmitoyl Tripeptide-5, Ascorbyl Glucoside, Tocopherol, Sodium Hyaluronate, Helianthus Annuus (Sunflower) Seed Oil, Polyhydroxystearic Acid, Caprylyl Glycol, Glyceryl Caprylate, Xanthan Gum, Stearic Acid, Alumina, Isostearic Acid, Sodium Lactate, Pongamol, Polyglyceryl-2 Oleate, Hydrogenated Lecithin, Alcohol* denat., Sodium Hydroxide, Polyglyceryl-2 Stearate, Citric Acid, Lecithin, Lactic Acid, Lactobacillus Ferment, Levulinic Acid, Sodium Levulinate, Fragrance (Parfum)**, Linalyl Acetate**, Linalool**, Limonene**, Citrus Aurantium Bergamia (Bergamot) Peel Oil**, Citrus Limon (Lemon) Peel Oil**, Vanillin**, Benzyl Salicylate**, Pinene**, Pelargonium Graveolens (Sweet Scented Geranium) Flower Oil**, Citronellol**, Eucalyptus Globulus Oil**, Pogostemon Cablin (Patchouli) Oil**, Lavandula Oil/Extract**, Citral**, Geranyl Acetate**, Juniperus Virginiana (Eastern Red Cedar) Oil**, Mentha Piperita (Peppermint) Oil**, Geraniol**  * ingredients from certified organic agriculture ** from natural essential oils",
https://www.rossmann.de/de/make-up-maybelline-new-york-babylips-lippenbalsam-pink-punch/p/3600531722012,Babylips Lippenbalsam Pink Punch,Maybelline New York,"Artikelpreis 3,49 €","Perfekt für alle, die raue Lippen haben: Der Maybelline New York Baby Lips Pflegender Lippenbalsam sorgt für bis zu 8 Stunden Feuchtigkeit und babyweiche Lippenhaut. Dank der tiefenwirksamen Formel mit pflanzlichem Reparaturkonzentrat werden die Lippen intensiv gepflegt und sind nach 4 Wochen sichtbar repariert und spürbar weicher. Und der leicht getönte Lippenbalsam hinterlässt bei jedem Auftragen einen fruchtig süßen Duft. Maybelline New York Baby Lips Pflegender Lippenbalsam: Noch nie waren die Lippen so wunderbar zart!
tiefenwirksame Formel mit pflanzlichem Reparaturkonzentrat schützt die Lippen
die Lippen werden für bis zu 8 Stunden mit Feuchtigkeit versorgt
nach 4 Wochen sind die Lippen sichtbar repariert
mit Lichtschutzfaktor 20 – schützt die Lippen vor UV-Strahlen
perfekt für alle, die raue Lippen haben
Kontaktdaten
GEMEY PARIS MAYBELLINE NEW YORK
TSA 75000 93584 ST OUEN CEDEX FR
www.maybelline.de
fragen@loreal-group.com
Ursprungsland/Herkunftsort
Frankreich","Wenn du den Lippenbalsam mit der Fingerspitze leicht einmassierst, werden deine Lippen besonders zart und gut durchblutet.",POLYBUTENE • OCTYLDODECANOL • PETROLATUM • ISOPROPYL MYRISTATE • POLYETHYLENE • DIISOSTEARYL MALATE • BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER • CANDELILLA CERA / CANDELILLA WAX • VP/HEXADECENE COPOLYMER • PARAFFIN • CERA MICROCRISTALLINA / MICROCRYSTALLINE WAX • SYNTHETIC WAX • CARVONE • PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE • TOCOPHEROL • TOCOPHERYL ACETATE • CITRUS AURANTIUM PEEL OIL • LIMONENE • ALUMINUM HYDROXIDE • MEL / HONEY • CENTELLA ASIATICA EXTRACT • SILICA • LINALOOL • ROSE KETONES • PINENE • VANILLIN • BHT • PARFUM / FRAGRANCE,
https://www.rossmann.de/de/pflege-und-duft-isana-retinol-konzentrat/p/4305615933498,Retinol Konzentrat,ISANA,"Artikelpreis 4,95 €","• 3D-Lifting Effekt• unterstützt die Hautelastizität & Regeneration• strafft & definiert die KonturenWirkstoffkomplex aus:0,3% Retinol(Vitamin A) beeinflusst positiv die Regeneration und Elastizität L ve your skin der Haut. Für ein glatteres Hautgefühl und einen ebenmäßigeren TeintNiedermolekulare HyaluronsäureWirkt als feuchtigkeitsspendende Tiefenpflege. Füllt die Feuchtigkeitsdepots der Haut und polstert Fältchen & Linien auf. Sheabutteröl mildert Trockenheitsfältchen und hinterlässt eine glattere, geschmeidige Haut.Die Haut wirkt glatter, Konturen definierter – mit Sofort-3D-Lifting Effekt.**/*** Steigerung der Hautfestigkeit bei 100% der ProbandInnen.*** Sofort-Lifting Effekt bei 85% der ProbandInnen.*** Sofortige Faltenmilderung bei 70% der ProbandInnen.** * das eingesetzte Retinylpalmitat entspricht 0,3% Retinol **in-vivo Studiezur Faltentiefenreduktion nach 1h &***in-vivo Studie zur Elastizität und Festigkeit über 4 Wochen, 2x täglich.HAUTVERTRÄGLICHKEIT: Dermatologisch bestätigt.Für jeden Hauttyp - ideal bei ungleichmäßigem Hautton & ersten FältchenDiese Rezpetur ist zu 100% ohne Mikroplastik.
Kontaktdaten
Dirk Rossmann GmbH
Isernhägener Straße 16, 30938 Burgwedel
www.rossmann.de
product@rossmann.info
Ursprungsland/Herkunftsort
Deutschland
Testurteile, Qualitätssiegel & Verbandszeichen","Besonders für die Anwendung über Nacht geeignet. Den Inhalt der Ampulle in die Handfläche geben, gleichmäßig über Gesicht, Hals und Dekolleté verteilen und sanft einklopfen.","Aqua, Glycerin, Helianthus Annuus Seed Oil, Dicaprylyl Carbonate, Polyglyceryl-3 Methylglucose Distearate, Butyrospermum Parkii Butter, Panthenol, Retinyl Palmitate, Sodium Hyaluronate, Coco-Caprylate/Caprate, Cellulose, Xanthan Gum, Parfum, Sclerotium Gum, Ethylhexylglycerin, Tocopherol, Citric Acid, Pantolactone, Sodium Citrate, Phenoxyethanol, CI 77491","Warnhinweise
• Ampullen nur äußerlich anwenden! • Ampulle nach dem Öffnen unmittelbar verbrauchen! • Nicht für Schwangere und Stillende geeignet • Nicht mit anderen Retinol-Produkten verwenden! • Das Produkt sollte langsam in die Pflegeroutine integriert werden, da sich die Haut erst an den Wirkstoff gewöhnen muss. Vorsicht: die Ampulle nicht verwenden, wenn es zu Glasbruch gekommen ist und Glassplitter im Produkt zu finden sind."
https://www.rossmann.de/de/pflege-und-duft-schaebens-panthenol-augen-tuch-pads/p/4003573023274,Panthenol Augen Tuch Pads,Schaebens,"Artikelpreis 1,49 €","Comfort your skin! Die extra weichen Augen-Tuch-Pads mit ausgewählten Pflegestoffen wie Panthenol, Arginine und Thermalwasser beruhigen die sensible Augenpartie und spenden intensive Feuchtigkeit. Die Augen-Pads mit ihrer hochwertigen und parfum- freien Formulierung wurden speziell für sensible Haut entwickelt und schenken aufgrund des flexiblen Tuch-Materials optimalen Halt. Augenschatten und Schwellungen werden sanft gemildert – die Augenpartie wirkt entspannter und frischer.
Hautverträglichkeit dermatologisch und augenärztlich bestätigt
Rezeptur ohne Mikroplastik
für sensible Haut
parfumfrei
*Klinische Anwendungsstudie zeigt nach 4-wöchiger Anwendung eine Minderung von Schwellungen um bis zu 50% (∅ 25%), eine Reduktion der Augenschatten um bis zu 39% (∅ 25%) und eine Verbesserung der Hautfeuchtigkeit um bis zu 316% (∅ 82%), Testzeitraum 10/2025. Informationen zum Test auf www.schaebens.de/art.2327
Kontaktdaten
Schaebens
D-50206 Frechen
www.schaebens.de
info@schaebens.de","Augen-Pads von der Trägerfolie nehmen, auf die gereinigte Augenpartie auflegen und leicht andrücken. Nach 10-15 Minuten sanft ablösen und eventuelle Rückstände sanft einmassieren. 2-3x wöchentlich anwenden.","Aqua, Propanediol, Glycerin, Panthenol, Allantoin, Arginine, Hydrolyzed Sodium Hyaluronate, Hydroxylated Lecithin, Sodium Hyaluronate, Carboxymethyl Chitosan, Hydroxyacetophenone, Hydroxyethylcellulose, Pentylene Glycol, Phenoxyethanol, Phytic Acid, Sodium Polyglutamate, Sphingomonas Ferment Extract.",
https://www.rossmann.de/de/pflege-und-duft-loreal-paris-revitalift-laser-tri-peptid-anti-aging-serum-mit-dreifachpower-gegen-falten/p/3600524197674,Laser Tri-Peptid Anti-Aging Serum mit Dreifachpower gegen Falten,L’Oréal Paris Revitalift,"Artikelpreis 19,99 €","Das Revitalift Laser Tri-Peptid Anti-Age Serum von L’Oréal Paris vereint die Kraft von drei starken Anti-Age Seren in einem. Der hochkonzentrierte Wirkstoffkomplex mit Tri-Peptiden, Hyaluronsäure und Vitamin C dringt tief in die Hautschichten ein, polstert die Haut von innen auf und glättet so Mimikfältchen – mit sofort sichtbaren Ergebnissen nach 2 Wochen. Die Elastizität und Strahlkraft der Haut wird deutlich verbessert und sorgt für einen ebenmäßigeren und frischeren Teint. Die feuchtigkeitsspendende Textur des Anti-Aging Serums zieht schnell ein und hinterlässt ein wohltuendes Gefühl auf der Haut ohne zu fetten oder zu kleben.
hochkonzentriertes Anti-Age Serum: 3 in 1 Serum mildert alle Zeichen der Hautalterung mit sofort sichtbaren Ergebnissen nach 2 Wochen
Dank des modernen Wirkstoffkomplexes mit drei wichtigen Peptiden werden Falten gemildert und Mimikfalten geglättet
Hyaluronsäure hilft der Haut mehr Feuchtigkeit zu speichern und polstert die Haut nachweislich auf – für ein jüngeres Erscheinungsbild
Vitamin C bringt die Haut von innen zum Strahlen und verleiht ihr einen frischen und gesunden Teint
das feuchtigkeitsspendende Anti-Age Serum zieht schnell ein und hinterlässt ein angenehmes Hautgefühl ohne zu fetten oder zu kleben
Kontaktdaten
L'Oréal Deutschland GmbH
TSA 75000 93684 ST OUEN CEDEX FR
www.loreal-paris.de
info@loreal-paris.de","Bevor das Serum angewendet wird, das Gesicht gründlich von Schmutzpartikeln und Make-up reinigen und anschließend gut abtrocknen. Nun täglich, morgens und abends, 2-3 Tropfen des Revitalift Laser Tri-Peptid Anti-Age Serums von L’Oréal Paris auf die Handfläche geben und mithilfe der Fingerspitzen auf dem Gesicht und Hals auftragen. Das schnelleinziehende Serum dann gut verteilen und sanft einmassieren. Dabei die Augenpartie aussparen.",AQUA / WATER • BIFIDA FERMENT LYSATE • GLYCERIN • ALCOHOL DENAT. • POLYGLYCERYL-4 CAPRATE • SODIUM HYALURONATE • BETAINE • ACETYL DIPEPTIDE-1 CETYL ESTER • ACETYL HEXAPEPTIDE-8 • PALMITOYL TETRAPEPTIDE-7 • PALMITOYL TRIPEPTIDE-1 • PHYTIC ACID • SECALE CEREALE SEED EXTRACT / RYE SEED EXTRACT • SODIUM ACETYLATED HYALURONATE • SODIUM HYDROXIDE • TRISODIUM ETHYLENEDIAMINE DISUCCINATE • ASCORBYL GLUCOSIDE • CALCIUM PANTOTHENATE • ISONONYL ISONONANOATE • ISOPROPYL MYRISTATE • POLYGLYCERYL-2 ISOSTEARATE • ACETIC ACID • AMMONIUM POLYACRYLOYLDIMETHYL TAURATE • BUTYLENE GLYCOL • CAPRYLYL GLYCOL • CARBOMER • HYDROXYETHYLCELLULOSE • HYDROXYPROPYL METHYLCELLULOSE • LACTIC ACID • PENTYLENE GLYCOL • POLYEPSILON-LYSINE • POLYSORBATE 20 • PPG-6-DECYLTETRADECETH-30 • SODIUM LACTATE • SORBITAN LAURATE • TOCOPHEROL • SIMETHICONE • BENZYL ALCOHOL • CITRONELLOL • LINALOOL • CHLORPHENESIN • SODIUM BENZOATE • PARFUM / FRAGRANCE (F.I.L. Z70054509/1).,"Warnhinweise
Bei Kontakt mit den Augen diese sofort gründlich ausspülen."
https://www.rossmann.de/de/pflege-und-duft-no-proud-today-slow-aging-serum/p/4260524941135,proud today Slow-Aging Serum,Nø,"Artikelpreis 16,99 €","Anti Aging war gestern – Say Hellø Tø Prøud Aging mit unserem Sløw Aging Serum! Eine vegane Multi-Peptid-Fusion – also eine Kombination aus hochwirksamen Peptidkomplexen – sowie einen 3-prozentigen Spilantholkomplex sorgen für eine in Studien nachgewiesene Wirksamkeit gegen Hautalterung und Mimikfältchen. Außerdem unterstützen enthaltenes 5 % Panthenol und 1 % Coffein die antioxidative Wirkung der Peptide. Ein mariner Wirkkomplex unterstützt außerdem die Vaskularisation der Haut für einen „Natural-Rouge-Effekt“. Pflegendes Slow Aging Serum gegen erste Anzeichen der Hautalterung. Enthält Spilanthol, Panthenol & Coffein.
antioxidativ
pflegend
aufpolsternd
feuchtigkeitsspendend
Kontaktdaten
KrollCosmetics GmbH
Neuenbergerstr. 26, 41470 Neuss
www.no-cosmetics.de",Abends 2 – 3 Tropfen nach der Reinigung direkt auf das Gesicht auftragen oder in unsere ø rain today oder ø slay today Tagescreme mischen und auf das gereinigte Gesicht auftragen und verteilen.,"Aqua, Panthenol, Glycerin, Caffeine, Microcrystalline Cellulose, Propanediol, Diglycerin, Acmella Oleracea Extract, Hydroxypropyl Cyclodextrin, Palmitoyl Tripeptide-38, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Saccharide Isomerate, Acacia Senegal Gum, Xanthan Gum, Phenoxyethanol, Ethylhexylglycerin, Sodium Benzoate, Citric Acid.",
https://www.rossmann.de/de/pflege-und-duft-bulldog-original-feuchtigkeitscreme/p/5060896573595,Original Feuchtigkeitscreme,BULLDOG,"Artikelpreis 5,99 €","+ Aloe Vera
24h Feuchtigkeit
96% Inhaltsstoffe natürlichen Ursprungs*
hinterlässt kein fettiges oder klebriges Hautgefühl
*Inhaltsstoffe natürlichen Ursprungs enthalten über 50% Materialien aus natürlichen Quellen.
Kontaktdaten
Wilkinson Sword GmbH
Schützenstraße 110, DE-42659 Solingen
info@wilkinson.de
Ursprungsland/Herkunftsort
Großbritannien
Testurteile, Qualitätssiegel & Verbandszeichen",Morgens und abends anwenden. Nach der Gesichtsreinigung gleichmäßig auf Gesicht und Hals auftragen.,"Aqua (Water), Aloe Barbadensis Leaf Juice, Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Glycerin, Sorbitan Stearate, Sodium Polyacrylate, Pentaerythrityl Distearate, Phenoxyethanol, Sodium Stearoyl Glutamate, Parfum (Fragrance)*, Benzoic Acid, Carbomer, Dehydroacetic Acid, Limonene, Linalool, Citronellol, Geraniol, Citral; Citric Acid, Sodium Hydroxide
*eine Mischung natürlicher Inhaltsstoffe",
https://www.rossmann.de/de/pflege-und-duft-jeanundlen-ultimate-glow-cream/p/4262401734953,Ultimate Glow Cream,Jean&Len,"Artikelpreis 7,99 €","Die Formulierung bietet antioxidativen Schutz, sorgt für einenebenmäßigeren Hautton und spendet intensive Feuchtigkeit.
Für strahlende, jugendlich aussehende Haut.
reichhaltiges Vitamin C Creme für ultimativen Glow
Formulierung mit 4% Vitamin C¹ und 1,3% Provitamin B5-Komplex
bietet antioxidativen Schutz vor negativen Umwelteinflüssen
sorgt für einen ebenmäßigen Teint
Sheabutter und Panthenol unterstützen die hauteigene Regeneration
Hyaluronsäure und pflanzliches Glycerin spenden 24h-Feuchtigkeit
für ein geschmeidiges Hautgefühl​ und ein strahlendes Hautbild
ideal für jeden Hauttyp, besonders für Haut, die Glow sucht
parfümfrei
ohne künstliche Farbstoffe
vegan
¹ Derivat
Kontaktdaten
Jean&Len GmbH
Brunnenstr. 31, 72505 Krauchenwies
www.jeanlen.de
hallo@jeanlen.de","Für eine Extraportion Glow morgens und abends auf das gereinigte Gesicht auftragen und sanft einmassieren. Denk daran, tagsüber immer LSF aufzutragen.","aqua, helianthus annuus seed oil, coco-caprylate/caprate, 3-o-ethyl ascorbic acid, glycerin, cetyl alcohol, hydrogenated vegetable glycerides, potassium cetyl phosphate, methylpropanediol, butyrospermum parkii butter, hydrogenated palm glycerides, persea gratissima oil, panthenol, phenoxyethanol, citric acid, disodium phosphate, xanthan gum, ethylhexylglycerin, sodium hydroxide, tocopherol, sodium hyaluronate, biosaccharide gum-1, pantolactone, curcuma longa root extract.",
https://www.rossmann.de/de/pflege-und-duft-isana-men-active-outdoor-creme-lsf-15/p/4068134115997,Active Outdoor Creme LSF 15,ISANA MEN,"Artikelpreis 2,99 €","ISANA MEN ACTIVE OUTDOOR CREME mit Ceramid-Komplex bietet zuverlässigen Hautschutz bei jedem Wetter. Ideal bei allen Outdoor-Aktivitäten.
Ergebnis: für eine ideal vorbereitete (geschützte) Haut bei allen Aktivitäten und jedem Wetter.
LSF 15 schützt vor vorzeitiger lichtbedingter Hautalterung
Hyaluronsäure und Glycerin spenden intensive Feuchtigkeit
der pflanzliche Lipidkomplexe (Ceramide) schützt die Haut vor Feuchtigkeitsverlust und pflegt intensiv
Panthenol in Verbindung mit pflanzlichem Vitamin E schützt zudem die Hautbarriere und fördert die Regeneration
bei Sonne, Wind und Wetter
pflegt und spendet Feuchtigkeit
Ceramid-Komplex
die Rezeptur ist ohne Mikroplastik
Hautverträglichkeit dermatologisch bestätigt
vegan: frei von tierischen Inhaltsstoffen
Kontaktdaten
Dirk Rossmann GmbH
Isernhägener Straße 16, 30938 Burgwedel
www.rossmann.de
product@rossmann.info
080076776266
Ursprungsland/Herkunftsort
Deutschland
Testurteile, Qualitätssiegel & Verbandszeichen",Morgens auf das gereinigte Gesicht und den Hals auftragen. Augenpartie aussparen. Auch zum Schutz der Hände geeignet.,"AQUA, GLYCERIN, C12-15 ALKYL BENZOATE, CETEARYL ALCOHOL, DIBUTYL ADIPATE, HYDROGENATED VEGETABLE GLYCERIDES, COCO-CAPRYLATE/CAPRATE, PHENYLBENZIMIDAZOLE SULFONIC ACID, CELLULOSE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, POTASSIUM CETYL PHOSPHATE, ETHYLHEXYL TRIAZONE, MACADAMIA INTEGRIFOLIA SEED OIL, SESAMUM INDICUM SEED OIL, TOCOPHERYL ACETATE, HELIANTHUS ANNUUS SEED OIL, PANTHENOL, TOCOPHEROL, PENTYLENE GLYCOL, SODIUM HYALURONATE, SPHINGOLIPIDS, P-ANISIC ACID, HYDROGENATED PALM GLYCERIDES, XANTHAN GUM, PARFUM, PHOSPHOLIPIDS, SODIUM HYDROXIDE, ETHYLHEXYLGLYCERIN, SODIUM GLUCONATE, CITRIC ACID, PANTOLACTONE, SODIUM CITRATE,PHENOXYETHANOL, LINALOOL, LIMONENE",
https://www.rossmann.de/de/pflege-und-duft-schaebens-panthenol-3-zonen-tuchmaske/p/4003573023298,Panthenol 3-Zonen Tuchmaske,Schaebens,"Artikelpreis 1,79 €","Recover your skin! Die parfumfreie Formulierung der Tuchmaske wurde speziell für sensible sowie trockene bis sehr trockene Haut entwickelt. Die sanfte Formel mit ausgewählten Pflegestoffen wie Panthenol, Cica und Allantoin beruhigt die Haut, spendet intensiv Feuchtigkeit und unterstützt so die Hautregeneration.
Das verstärkte 3-Zonen-Tuch – im Bereich von Stirn, Unteraugenpartie und Nasolabialfalte – versorgt die Haut gezielt dort mit Pflege, wo sie besonders zu Trockenheit neigen kann. Nach der Anwendung fühlt sich die Haut entspannt, intensiv durchfeuchtet und geschmeidig an – für ein beruhigtes Hautgefühl und einen gepflegten, regenerierten Teint.
beruhigen und pflegen die sensible Augenpartie
für sensible Haut
parfumfrei
*Klinische Anwendungsstudie zeigt nach 4-wöchiger Anwendung eine Verbesserung des Parameters Rötungen um bis zu 40% (ø 10%) und eine Verbesserung der Hautfeuchtigkeit um bis zu 75% (ø 35%). Testzeitraum 04/2025. Informationen zum Test auf www.schaebens.de/art.2329
Kontaktdaten
Schaebens
D-50226 Frechen
www.schaebens.de
info@schaebens.de","Auflegen, entspannen und schön sein! 2-3x wöchentlich anwenden.
1. Tuchmaske mit den verstärkten Zonen nach innen auf das gereinigte Gesicht auflegen und an die Gesichtskonturen anpassen.
2. 10-15 Minuten einwirken lassen und die Maske abnehmen.
3. Die Rückstände sanft einmassieren oder mit einem Kosmetiktuch abnehmen.","Aqua, Butylene Glycol, Panthenol, Glycerin, Triethylhexanoin, Centella Asiatica Leaf Extract, Caprylic/Capric Triglyceride, Trehalose, Hydroxyacetophenone, 1,2-Hexanediol, C14-22 Alcohols, Glyceryl Stearate Citrate, Sphingomonas Ferment Extract, Phenoxyethanol, C12-16 Alcohols, Allantoin, Ectoin, Tocopheryl Acetate, Hydroxyethylcellulose, Dipotassium Glycyrrhizate, C12-20 Alkyl Glucoside, Ascorbyl Tetraisopalmitate, Palmitic Acid, Lecithin, Disodium EDTA, Tocopherol.",
